image,Born,Person,description,occupation,position held,country of citizenship,given name,UpdatedAt
,1962-05-07,Monica Wehby,American physician and politician,physician politician,,United States of America,Monica,2020-05-07
,1962-05-07,Douglas E. Richards,American writer,writer science fiction writer novelist,,United States of America,Douglas,2020-05-07
,1962-05-07,Arturo Ramírez Bucio,Mexican politician,politician,Member of the Chamber of Deputies of Mexico,Mexico,Arturo,2020-05-07
,1962-05-07,Francisco Espinosa,cyclist,sport cyclist,,Spain,Francisco,2020-05-07
,1962-05-07,Kjerstin Askholt,Norwegian politician,politician jurist,Governor of Svalbard,Norway,Kjerstin,2020-05-07
,1962-05-07,Tony Campbell,American basketball player-coach,basketball player basketball coach,,United States of America,Tony,2020-05-07
,1962-05-07,Jean-François Laffillé,French racing cyclist,sport cyclist,,France,Jean-François,2020-05-07
,1962-05-07,Ariane Chemin,French journalist,journalist non-fiction writer,,France,Ariane,2020-05-07
,1962-05-07,Gordana Perkučin,table tennis player,table tennis player,,Yugoslavia Socialist Federal Republic of Yugoslavia,Gordana,2020-05-07
,1962-05-07,Ram Naresh Rawat,Indian politician,politician,,India,Ram,2020-05-07
,1962-05-07,Ewa Pisiewicz,Polish sprinter,sprinter,,Poland,Ewa,2020-05-07
,1962-05-07,Heikki Leime,Finnish ice hockey player,ice hockey player,,Finland,Heikki,2020-05-07
,1962-05-07,Eddie Lee Wilkins,American basketball player,basketball player,,United States of America,Eddie,2020-05-07
,1962-05-07,Stasys Baranauskas,Lithuanian footballer,association football player,,Lithuania,Stasys,2020-05-07
,1962-05-07,Judith Donath,American computer scientist,computer scientist,,United States of America,Judith,2020-05-07
,1962-05-07,Þorgils Mathiesen,Icelandic handball player,handball player,,Iceland,Þorgils,2020-05-07
,1962-05-07,Ari Telch,Mexican actor,actor television actor film actor,,Mexico,Ari,2020-05-07
,1962-05-07,Brian Haynes,American soccer player and coach,association football player,,Trinidad and Tobago,Brian,2020-05-07
,1962-05-07,Brian Kilcline,English footballer,association football player,,United Kingdom,Brian,2020-05-07
,1962-05-07,Darryl Webster,cyclist,sport cyclist,,United Kingdom,Darryl,2020-05-07
,1962-05-07,David Franklin,Australian actor,actor television actor,,Australia,David,2020-05-07
,1962-05-07,David Mercer,English cricketer,cricketer,,United Kingdom,David,2020-05-07
,1962-05-07,Paul Kimmage,Irish racing cyclist and cycling journalist,sport cyclist journalist writer,,Ireland,Paul,2020-05-07
,1962-05-07,Anna Lao,badminton player,badminton player badminton coach,,Australia,Anna,2020-05-07
,1962-05-07,John Hudson,British historian,historian,,United Kingdom,John,2020-05-07
,1962-05-07,Patrick Read Johnson,American film director,film director screenwriter writer,,United States of America,Patrick,2020-05-07
,1962-05-07,Dominik Moll,French film director,film director screenwriter,,France,Dominik,2020-05-07
,1962-05-07,Rudi Weinhofer,Association footballer,association football player,,Austria,Rudi,2020-05-07
,1962-05-07,Stephen Quartermain,Australian rules footballer,sports commentator,,Australia,Stephen,2020-05-07
,1962-05-07,Stu Burnie,Canadian ice hockey player,ice hockey player,,Canada,Stu,2020-05-07
,1962-05-07,Simon Deschamps,Water polo player (*1962) ♂,water polo player,,,,2020-05-07
,1962-05-07,Chen Hsiu-hui,politician,politician,Member of the Legislative Yuan,,,2020-05-07
,1962-05-07,Étienne Vivier,sport shooter (*1962) ♂,sport shooter,,,,2020-05-07
,1961-05-07,Hans-Peter Bartels,German politician,politician journalist contributing editor,member of the German Bundestag,Germany,Hans-Peter,2020-05-07
,1961-05-07,Linda Somers,athletics competitor,marathon runner,,United States of America,Linda,2020-05-07
,1961-05-07,John J. Flanagan,American politician,politician,member of the State Senate of New York member of the New York State Assembly,United States of America,John,2020-05-07
,1961-05-07,Sergey Shlyapnikov,Russian volleyball player,volleyball player coach,,Russia,Sergey,2020-05-07
,1961-05-07,Bujar Dida,"Albanian chemist, diplomat",diplomat politician chemist,,,,2020-05-07
,1961-05-07,Hervé Maurey,French politician,politician permanent politician,member of the Senate of France Mayor of Bernay Q62286129,France,Hervé,2020-05-07
,1961-05-07,Valentin Atanasov,Bulgarian athlete,athletics competitor,,Bulgaria,Valentin,2020-05-07
,1961-05-07,Phil Campbell,British musician,musician guitarist,,United Kingdom Wales,Phil,2020-05-07
,1961-05-07,Robert Spano,American conductor and pianist,conductor pianist music director,,United States of America,Robert,2020-05-07
,1961-05-07,Angelia Bibbs-Sanders,American businesswoman,businessperson,,United States of America,,2020-05-07
,1961-05-07,Brian Cox,professional footballer,association football player,,United Kingdom,Brian,2020-05-07
,1961-05-07,Cho Yong-chul,judoka,judoka,,South Korea,Yong-chul,2020-05-07
,1961-05-07,Chris Mew,Australian rules footballer,Australian rules football player,,,Chris,2020-05-07
,1961-05-07,Danny Nutt,American football player and coach,athlete,,United States of America,Danny,2020-05-07
,1961-05-07,David R. Barker,"American author, academic and businessman",businessperson economist,,United States of America,David,2020-05-07
,1961-05-07,Dean Howard,British musician,guitarist,,United Kingdom,Dean,2020-05-07
,1961-05-07,Diana Davies,British athlete,athletics competitor,,United Kingdom,Diana,2020-05-07
,1961-05-07,Gyp Casino,Swedish musician,musician drummer,,Sweden,,2020-05-07
,1961-05-07,Leigh Cooper,English footballer,association football player,,United Kingdom,Leigh,2020-05-07
,1961-05-07 1961-12-13,Lisa Rainsberger,American distance runner,athletics competitor marathon runner,,United States of America,Lisa,2020-05-07
,1961-05-07,Ivar Must,Estonian composer,composer songwriter,,Estonia,Ivar,2020-05-07
,1961-05-07,Manny Hernández,Dominican baseball player,baseball player,,Mexico,Manny Manuel Antonio,2020-05-07
,1961-05-07,Sakai Tanaka,Japanese journalist,journalist,,Japan,,2020-05-07
,1961-05-07,Sue Black,forensic anthropologist; anatomist,anthropologist television presenter,,United Kingdom,Sue,2020-05-07
,1961-05-07,Tim Brazeal,American Star Trek fan,,,United States of America,Tim,2020-05-07
,1961-05-07,Wayne Reinagel,American writer,novelist,,United States of America,Wayne,2020-05-07
,1961-05-07,Rob Fada,American football player (*1961) ♂,American football player,,,,2020-05-07
,1961-05-07,Lucile Hadžihalilović,"French film director, film editor and screenwriter",film director film editor screenwriter film actor film producer,,France,Lucile,2020-05-07
,1961-05-07,David Choquehuanca,Foreign Minister of Bolivia,diplomat politician,Chancellor of Bolivia,Bolivia,David,2020-05-07
,1960-05-07,Jürgen Koffler,German athletics competitor,athletics competitor,,Germany,Jürgen,2020-05-07
,1960-05-07,Sue French,Canadian athlete,long-distance runner,,Canada,Sue,2020-05-07
,1960-05-07,Robbie Venter,South African tennis player,tennis player,,South Africa,,2020-05-07
,1960-05-07,Almudena Grandes,Spanish writer,writer screenwriter journalist,,Spain,Almudena,2020-05-07
,1960-05-07,Parthasarathi Mukherjee,Indian banker,banker,,India,,2020-05-07
,1960-05-07,Mario Relmy,Footballer,association football player,,France,Mario,2020-05-07
,1960-05-07,Ara Darzi,British surgeon,university teacher writer surgeon,Member of the Privy Council of the United Kingdom,United Kingdom,Ara,2020-05-07
,1960-05-07,Adam Bernstein,American writer and director,screenwriter film director television director television producer executive producer,,United States of America,Adam,2020-05-07
,1960-05-07,Kathy Foster,basketball player,basketball player,,Australia,Kathy,2020-05-07
,1960-05-07,Mike Sanders,American basketball player/coach,basketball player basketball coach,,United States of America,Mike,2020-05-07
,1960-05-07,Jack Radcliffe,American gay pornographic actor,pornographic actor,,United States of America,Jack,2020-05-07
,1960-05-07,Ah Xian,"Chinese born artist based in Sydney, Australia",artist sculptor,,People's Republic of China,,2020-05-07
,1960-05-07,Barry Knight,Football referee,association football referee,,,Barry,2020-05-07
,1960-05-07,Batu Siharulidze,Georgian sculptor,sculptor,,Georgia,Batu,2020-05-07
,1960-05-07,Grigore Anghel,Romanian bobsledder,athlete,,,,2020-05-07
,1960-05-07,Francis MacKenzie,Canadian politician,politician,,Canada,Francis,2020-05-07
,1960-05-07,Kim Manning,American actress and dancer,television presenter actor dancer,,United States of America,Kim,2020-05-07
,1960-05-07,Jackson Katz,American film producer; campaigner against domestic violence,scientist film producer,,United States of America,Jackson,2020-05-07
,1960-05-07,Joseph Wagner,American politician,politician,member of the Massachusetts House of Representatives,United States of America,Joseph,2020-05-07
,1960-05-07,José-Ricardo de Jesús,Puerto Rican Olympic swimmer,swimmer,,Puerto Rico,,2020-05-07
,1960-05-07,Alan Gornall,British cyclist and sporting director,sport cyclist sporting director,,United Kingdom,Alan,2020-05-07
,1960-05-07,Francis Mougel,French biathlete,biathlete,,France,Francis,2020-05-07
,1960-05-07,Eric Lobron,chess grandmaster,chess player,,Germany,Eric,2020-05-07
,1960-05-07,Paul Akers,businessman,,,United States of America,Paul,2020-05-07
,1960-05-07,Paul Harvey,English musician and artist and graphic designer,musician painter,,United Kingdom,Paul,2020-05-07
,1960-05-07,Philip Stephens,English cricketer,cricketer,,United Kingdom,Philip,2020-05-07
,1960-05-07,Roger Swainston,Australian fish illustrator,painter scientific illustrator,,Australia,Roger,2020-05-07
,1960-05-07,Shelagh McLeod,Canadian actress,actor film actor film director screenwriter,,Canada,Shelagh,2020-05-07
,1960-05-07,Wendy Barlow,Canadian tennis player,tennis player,,Canada,Wendy,2020-05-07
,1959-05-07,Mick LaSalle,American film critic,podcaster journalist film critic,,United States of America,Mick,2020-05-07
,1959-05-07,Bruno Ilien,French racing driver,racing driver racing automobile driver,,France,Bruno,2020-05-07
,1959-05-07,James Runcie,"English writer, filmmaker",novelist writer film director film producer television producer screenwriter theater director television director,,United Kingdom,James,2020-05-07
,1959-05-07,Alex Marshall,journalist,journalist,,United Kingdom,Alex,2020-05-07
,1959-05-07,Dan Shak,American poker player and businessman,poker player businessperson,,United States of America,Daniel,2020-05-07
,1959-05-07,Cousin Silas,English musician,musician,,United Kingdom,David,2020-05-07
,1959-05-07,Alphonsus Cullinan,Irish Roman Catholic bishop,Catholic priest,Catholic bishop diocesan bishop,Ireland,Alphonsus,2020-05-07
,1959-05-07,Sigrid Landgraf,Olympic medalist,field hockey player,,Germany,Sigrid,2020-05-07
,1959-05-07,Steve Hansen,New Zealand rugby union footballer and coach,rugby union player,,New Zealand,Stephen William,2020-05-07
,1959-05-07,Tamara E. Jernigan,astronaut,astronaut engineer,,United States of America,Tamara,2020-05-07
,1959-05-07,Petar Georgiev,Bulgarian swimmer,swimmer,,Bulgaria,,2020-05-07
,1959-05-07,Karin Deleurand,Danish swimmer,swimmer,,Denmark,Karin,2020-05-07
,1959-05-07,Lynsey Baxter,British actress,stage actor film actor,,United Kingdom,Lynsey,2020-05-07
,1959-05-07,Sam Williams,"American basketball player, born 1959",basketball player,,United States of America,Sam,2020-05-07
,1959-05-07,Michael E. Knight,American actor,actor television actor film actor,,United States of America,Michael,2020-05-07
,1959-05-07,Don Langsford,Australian rules footballer,Australian rules football player,,,Don,2020-05-07
,1959-05-07,George Plaster,American sports announcer,radio personality,,United States of America,George,2020-05-07
,1959-05-07,Halfdan W. Freihow,Norwegian writer,linguist writer translator literary critic,,Norway,Halfdan,2020-05-07
,1959-05-07,Heiki Valk,Estonian archaeologist,anthropologist archaeologist historian researcher,,Estonia,Heiki,2020-05-07
,1959-05-07,Ayi Sodogah,Togolese boxer,boxer,,Togo,,2020-05-07
,1959-05-07,Johan Schildt,"actor, writer, publisher",actor screenwriter television actor,,Sweden,Johan,2020-05-07
,1959-05-07,Georgiy Kolnootchenko,Belarusian discus thrower,athletics competitor,,Soviet Union,Georgiy,2020-05-07
,1959-05-07,Jamal Abdillah,Malaysian pop singer and actor,singer,,Malaysia,Jamal,2020-05-07
,1959-05-07,Eric Milnes,"American harpsichordist, organist and conductor",organist conductor harpsichordist,,,Eric,2020-05-07
,1959-05-07,Linda Maguire,singer,singer opera singer,,United States of America,Linda,2020-05-07
,1959-05-07,"Solomon Yue , Jr.",Chinese American politician,politician,,United States of America,,2020-05-07
,1959-05-07,Robin Freeman,professional golfer,golfer,,United States of America,Robin,2020-05-07
,1959-05-07,S. P. Jananathan,Indian film director,film director,,India,S.,2020-05-07
,1959-05-07,Tan Suee Chieh,Singaporean businessperson,actuary businessperson,,Malaysia,Tan,2020-05-07
,1959-05-07,Tony Sealy,Footballer,association football player association football manager,,United Kingdom,Tony,2020-05-07
,1958-05-07,Lady Zu,Brazilian singer,singer,,Brazil,,2020-05-07
,1958-05-07,Jon Bogdanove,American comic book artist and writer,writer comics artist,,United States of America,Jon,2020-05-07
,1958-05-07,Marty Willson-Piper,"English Guitarist, Singer and Songwriter",guitarist,,United Kingdom,Marty,2020-05-07
,1958-05-07,Frank Cousins,American politician,politician,member of the Massachusetts House of Representatives,United States of America,Frank,2020-05-07
,1958-05-07,Dale Foster,Australian rules footballer,Australian rules football player,,,Dale,2020-05-07
,1958-05-07,Oscar Leeser,American politician,politician,,United States of America,Oscar,2020-05-07
,1958-05-07,Josef Schlickenrieder,German ice hockey player,ice hockey player,,Germany,Josef,2020-05-07
,1958-05-07,Bernardo Carpio,Filipino basketball player,basketball player,,Philippines,Bernardo,2020-05-07
,1958-05-07,Sara van de Geer,Dutch statistician,statistician mathematician university teacher,,Kingdom of the Netherlands,Sara,2020-05-07
,1958-05-07,Horst Bellingrodt,Colombian sports shooter,athlete,,Colombia,Horst,2020-05-07
,1958-05-07,Hélène Lipietz,French politician,politician lawyer,member of the regional council of Île-de-France member of the Senate of France,France,Hélène,2020-05-07
,1958-05-07,Michael Formanek,American musician,jazz musician,,United States of America,Michael,2020-05-07
,1958-05-07,Alan John,Australian composer,composer,,Australia,Alan,2020-05-07
,1958-05-07,David Raju Palaparthi,Indian politician,politician,Member of the Andhra Pradesh Legislative Assembly,India,David,2020-05-07
,1958-05-07,Anne Marie Rafferty,"British nurse, administrator, academic and researcher",nurse,,United Kingdom,Anne,2020-05-07
,1958-05-07,Cesare de Montis,Member of the delegation of the European Union to Moldova,civil servant,,,Cesare,2020-05-07
,1958-05-07,Claudia Sersun,Moldovan musician,musician,,Moldova,Claudia,2020-05-07
,1958-05-07,Dirk Schuebel,German diplomat,diplomat,,Germany,Dirk,2020-05-07
,1958-05-07,Efrem Emerson,American writer,writer,,United States of America,Efrem,2020-05-07
