image,Born,Person,description,occupation,position held,country of citizenship,given name,UpdatedAt
,1981-05-29,Juliana Knust,Brazilian actress,actor television actor,,Brazil,Juliana,2020-05-29
,1981-05-29,Andrei Arshavin,Russian footballer,association football player,,Russia,Andreas,2020-05-29
,1980-05-29,Eike Duckwitz,German field hockey player,field hockey player,,Germany,Eike,2020-05-29
,1980-05-29,Ernesto Farías Caicedo,Argentine association football player,association football player,,Argentina,Ernesto,2020-05-29
,1980-05-29,Kenn Hansen,Danish football referee,association football referee,,Denmark,Kenn,2020-05-29
,1980-05-30 1980-05-29,Jo Seon-yeon,speed skater from South Korea,speed skater,,South Korea,,2020-05-29
,1980-05-29,Michael Stasko,Canadian actor,actor screenwriter television actor,,,Michael,2020-05-29
,1980-05-29,Valérie Hould-Marchand,Canadian synchronized swimmer,synchronized swimmer,,Canada,Valérie,2020-05-29
,1980-05-29,Moon Kyeong-ha,South Korean handball player,handball player,,South Korea,,2020-05-29
,1980-05-29,Heini Adams,South African rugby union footballer and coach,rugby union player,,South Africa,Heini,2020-05-29
,1980-05-29,Jerrance Howard,basketball player (1980-),basketball player basketball coach,,,,2020-05-29
,1980-05-29,Richard Lancaster,coach (*1980) ♂,coach,,,Richard,2020-05-29
,1980-05-29,Attachai Fairtex,Muay Thai boxer,Thai boxer,,Thailand,,2020-05-29
,1980-05-29,Toshihiro Yahata,Japanese association football player,association football player,,Japan,Toshihiro,2020-05-29
,1980-05-29,Evandro Adauto da Silva,football player,association football player,,Brazil,Evandro,2020-05-29
,1980-05-29,Adam Brown,British actor,stage actor film actor mime artist,,United Kingdom,Adam,2020-05-29
,1980-05-29,Bohdan Nikishyn,Ukrainian fencer,fencer,,Ukraine,Bohdan,2020-05-29
,1980-05-29,Atia Weekes,Canadian sprinter,sprinter,,Canada,Atia,2020-05-29
,1980-05-29,Luke Top,Israeli-born American singer-songwriter,musician,,,Luke,2020-05-29
,1980-05-29,Tiago Martins,Portuguese football referee,association football referee,,,Tiago,2020-05-29
,1980-05-29,Evie Dominikovic,Australian tennis player,tennis player,,Australia,,2020-05-29
,1980-05-29,Anton Ryakhov,Russian sprint canoer,canoeist,,Russia,Anton,2020-05-29
,1980-05-29,Asuka Nakase,Japanese voice actress,seiyū,,Japan,Asuka,2020-05-29
,1980-05-29,Cha-seung Baek,South Korean baseball player,baseball player,,South Korea,,2020-05-29
,1980-05-29,Im Yeong-hui,basketball player (1980-),basketball player,,South Korea,Young-hee,2020-05-29
,1980-05-29,Brandon Rudat,American journalist,journalist,,United States of America,Brandon,2020-05-29
,1980-05-29,Nick Eason,"American football player, coach",American football player,,United States of America,Nick,2020-05-29
,1980-05-29,Casey Tibbs,American paralympic athlete,athletics competitor,,United States of America,Casey,2020-05-29
,1980-05-29,Ilaria Bianco,Olympic fencer,fencer,,Italy,Ilaria,2020-05-29
,1980-05-29,Germán Quiroga,Mexican racing driver,racing driver racing automobile driver,,Mexico,Germán,2020-05-29
,1980-05-29,Joe Hune,American politician,politician,member of the Michigan House of Representatives member of the State Senate of Michigan,United States of America,Joe,2020-05-29
,1980-05-29,Jordan Todorov,Bulgarian film director,journalist film director screenwriter,,,Jordan,2020-05-29
,1980-05-29,Nick Gentry,British artist,painter,,United Kingdom,Nick,2020-05-29
,1980-05-29,Peter Weatherson,English footballer,association football player association football manager,,United Kingdom,Peter,2020-05-29
,1979-05-29,Aki Tsuchida,Japanese ice hockey player,ice hockey player,,Japan,Aki,2020-05-29
,1979-05-29,Martin Stocklasa,Liechtensteiner footballer,association football player,,Liechtenstein,Martin,2020-05-29
,1979-05-29,Julian McCullough,"American actor, writer and comedian",television actor,,United States of America,Julian,2020-05-29
,1979-05-29,Sam Sodje,association football player,association football player,,United Kingdom,Sam,2020-05-29
,1979-05-29,Lisa Banta,American paralympic athlete and goalball player,athletics competitor javelin thrower,,United States of America,Lisa,2020-05-29
,1979-05-29,Majid Motalebi,Iranian executive producer,executive producer,,Iran,,2020-05-29
,1979-05-29,Angela Rivera-Parr,female kickboxer and mixed martial artist,mixed martial artist kickboxer boxer Thai boxer,,Australia,Angela,2020-05-29
,1979-05-29,Markus Frind,German chief executive,computer scientist,,,Markus,2020-05-29
,1979-05-29,Teddy Schwarzman,American film producer and lawyer,film producer lawyer,,United States of America,Edward Frank,2020-05-29
,1979-05-29,Pavel Gerasimov,Russian pole vaulter,pole vaulter,,Russia,Pavel,2020-05-29
,1979-05-29,Salou Ibrahim,Ghanaian footballer,association football player,,Ghana,Ibrahim,2020-05-29
,1979-05-29,Kseniya Ilyushchenko,Kazakhstani volleyball player,volleyball player,,Kazakhstan,,2020-05-29
,1979-05-29,Zulay Henao,Colombian-American actor,actor television actor film actor,,United States of America Colombia,,2020-05-29
,1979-05-29,Andra Fuller,actor,actor,,,Andra,2020-05-29
,1979-05-29,Andy Kirk,British footballer,association football player,,United Kingdom,Andy,2020-05-29
,1979-05-29,Richard Lee Jackson,American actor,actor television actor,,United States of America,Richard,2020-05-29
,1979-05-29,Luke Walton,American rower,rower,,United States of America,Luke,2020-05-29
,1979-05-29,Prajesh Sen,Indian filmmaker and writer,film director,,India,,2020-05-29
,1979-05-29,Laura Sánchez,Spanish model,model actor,,Spain,Laura,2020-05-29
,1979-05-29,Ryosuke Kijima,Japanese association football player,association football player,,Japan,Ryōsuke,2020-05-29
,1979-05-29,Ismaïla Sy,basketball player,basketball player,,France,,2020-05-29
,1979-05-29,Ivanka Matić,Serbian basketball player,basketball player association football player,,Serbia Serbia and Montenegro,Ivanka,2020-05-29
,1979-05-29,Malinda Warnapura,Sri Lankan cricketer,cricketer,,Sri Lanka,Malinda,2020-05-29
,1979-05-29,Brian Kendrick,American professional wrestler,professional wrestler,,United States of America,Brian,2020-05-29
,1979-05-29,Alberto Cifuentes Martínez,Spanish footballer,association football player,,Spain,Alberto,2020-05-29
,1979-05-29,Adam Perry,Australian rugby league footballer and coach,rugby league player,,Australia,Adam,2020-05-29
,1979-05-29,Ahmad Latiff Khamaruddin,football player,association football player,,Singapore,Ahmad,2020-05-29
,1979-05-29,Yevgeniy Blokhin,Kazakhstani ice hockey player,ice hockey player,,Kazakhstan,Yevgeni,2020-05-29
,1979-05-29,Amanda-Jane Manning,actress,actor,,United Kingdom,,2020-05-29
,1979-05-29,Amelia Natasha,Indonesian television presenter,television presenter,,Indonesia,Amelia,2020-05-29
,1979-05-29,Angela Platt,British field hockey player,association football player,,United Kingdom,Angela,2020-05-29
,1979-05-29,Ari Borovoy,actor and singer,singer actor television actor songwriter,,Mexico,Ari,2020-05-29
,1979-05-29,Brian Suda,American Informatician,author,,United States of America,Brian,2020-05-29
,1979-05-29,Diego David Jiménez,Spanish footballer,association football player,,Spain,Diego,2020-05-29
,1979-05-29,Aleš Chvalovský,Czech soccer player and Olympic athlete,association football player,,Czech Republic,Aleš,2020-05-29
,1979-05-29,Gustavo Pinto,Argentine footballer,association football player,,Argentina,Gustavo,2020-05-29
,1979-05-29,Hanna Homonai,Ukrainian television personality,journalist,,Ukraine,Hanna,2020-05-29
,1979-05-29,Itzel Reza,Mexican canoeist,canoeist,,Mexico,Itzel,2020-05-29
,1979-05-29,Javier Carriqueo,Argentine distance runner,long-distance runner,,Argentina,Javier,2020-05-29
,1979-05-29,Joe Stilgoe,"British singer, pianist, and songwriter",songwriter jazz musician pianist,,United Kingdom,Joe,2020-05-29
,1979-05-29,Lenny Faustino,figure skater,figure skater,,Canada,Lenny,2020-05-29
,1979-05-29,Jay Bandy,Australian rugby league player,,,,,2020-05-29
,1979-05-29,Saad Madhi Saad Howash Al Azmi,Kuwaiti citizen held at Guantanamo Bay,,,Kuwait,,2020-05-29
,1979-05-29,Rachel Horne,television presenter,journalist presenter television presenter,,United Kingdom,Rachel,2020-05-29
,1979-05-29,Reda Al Tawrghe,Libyan footballer,association football player,,Libya,Reda,2020-05-29
,1979-05-29,Richard Clarke,Northern Irish footballer,association football player association football manager,,United Kingdom,Richard,2020-05-29
,1979-05-29,Rutger Castricum,Dutch journalist,television presenter journalist presenter,,Kingdom of the Netherlands,Rutger,2020-05-29
,1979-05-29,Scribe,New Zealand rapper,rapper,,New Zealand,,2020-05-29
,1979-05-29,Shweta Gulati,Indian actress,actor film actor television actor,,India,,2020-05-29
,1979-05-29,Tal Stricker,swimmer,swimmer,,Israel,,2020-05-29
,1979-05-29,Tiffany Lynn Rowe,American model,actor model film actor,,United States of America,Tiffany,2020-05-29
,1979-05-29,Wong Yeung Tat,Hong Kong activist,political activist politician social activist writer radio personality,,British Hong Kong People's Republic of China,,2020-05-29
,1979-05-29,Janneke van Tienen,Dutch volleyball player,volleyball player,,Kingdom of the Netherlands,Janneke,2020-05-29
,1979-05-29,Fonseca,Colombian singer,singer songwriter,,Colombia,Juan Fernando,2020-05-29
,1979-05-29,Ella Gjømle,"cross country skier from Stathelle, Bamble, Norway",cross-country skier,,Norway,Ella,2020-05-29
,1979-05-29,Arne Friedrich,German footballer,association football player,,Germany,Arne,2020-05-29
,1978-05-29,Marcos Antunes Trigueiro,driver and serial killer,,,Brazil,Marcos,2020-05-29
,1978-05-29,Masahito Yamamoto,Japanese rugby union footballer,rugby union player,,Japan,Masahito,2020-05-29
,1978-05-29,Mercedes Pacheco,former artistic gymnast,artistic gymnast,,Spain,Mercedes,2020-05-29
,1978-05-29,Zbyněk Krompolc,Czech ski jumper,ski jumper,,Czech Republic,Zbyněk,2020-05-29
,1978-05-29,Nate James,American mixed martial artist,mixed martial artist,,United States of America,Nate,2020-05-29
,1978-05-29,Xavier Rudd,Australian singer and songwriter,singer-songwriter,,Australia,Xavier,2020-05-29
,1978-05-29,Tigran Mkrtchyan,Armenian diplomat,diplomat,,Armenia,,2020-05-29
,1978-05-29,Lisa Casagrande,association football player,association football player,,,Lisa,2020-05-29
,1978-05-29,Pelle Almqvist,Swedish musician,singer composer,,Sweden,Pelle,2020-05-29
,1978-05-29,Samrat Mukerji,Indian actor,actor,,India,,2020-05-29
,1978-05-29,Bryan Rice,Danish singer,singer-songwriter singer voice actor,,Denmark,Bryan,2020-05-29
,1978-05-29,Jay Paulson,American actor,actor television actor,,United States of America,Jay,2020-05-29
,1978-05-29,Ewn Garabandal,Italian writer,writer,,Italy,,2020-05-29
,1978-05-29,Adam Rickitt,"actor, singer, model",actor singer model television actor,,United Kingdom,Adam,2020-05-29
,1978-05-29,Aoife Mulholland,Irish actress,actor,,Ireland,Aoife,2020-05-29
,1978-05-29,Carlos Paes,Honduran footballer,association football player association football manager,,Honduras,Carlos,2020-05-29
,1978-05-29,Daniel Pearce,British singer,singer,,United Kingdom,Daniel,2020-05-29
,1978-05-29,Dwayne Goodrich,American football player,American football player,,United States of America,Dwayne,2020-05-29
,1978-05-29,George Joseph (composer),"Indian music composer, programmer and music producer",musician,,,George,2020-05-29
,1978-05-29,Jorge Manuel Amador Galufo,Portuguese footballer,association football player,,Portugal,Jorge Corrupto,2020-05-29
,1978-05-29,Paul Harsley,British footballer,association football player,,United Kingdom,Paul,2020-05-29
,1978-05-29,David Belliard,French journalist and politician,journalist,Councillor of Paris,,,2020-05-29
,1978-05-29,Ryan Cunningham,West Indian cricketer,cricketer,,Jamaica,Ryan,2020-05-29
,1978-05-29,Sean Jones,American musician,bandleader conductor university teacher trumpeter,,United States of America,Sean,2020-05-29
,1978-05-29,Seveci Rokotakala,football player,association football player,,Fiji,,2020-05-29
,1978-05-29,Usha,Indian singer,singer,,India,,2020-05-29
,1978-05-29,Tom Rothrock,Olympic alpine skier,alpine skier,,United States of America,Tom,2020-05-29
,1978-05-29,Pär Karlsson,association football player (*1978) ♂,association football player,,,,2020-05-29
,1978-05-29,Peter Green,football referee,association football referee,,Australia,Peter,2020-05-29
,1978-05-29,Sébastien Grosjean,French tennis player,tennis player tennis coach,,France,Sébastien,2020-05-29
,1977-05-29,Mamoru Yamaguchi,Japanese martial artist,mixed martial artist kickboxer,,Japan,,2020-05-29
,1977-05-29,Lauri Marjamäki,Finnish ice hockey coach,ice hockey coach,,Finland,Lauri,2020-05-29
,1977-05-29,Masaharu Nishi,Japanese association football player,association football player,,Japan,Masaharu,2020-05-29
,1977-05-29,Shaun King,former quarterback,American football player,,United States of America,Shaun,2020-05-29
,1977-05-29,Erik Heijblok,Dutch footballer,association football player,,Kingdom of the Netherlands,Erik,2020-05-29
,1977-05-29,Massimo Ambrosini,Italian footballer,association football player,,Italy,Massimo,2020-05-29
,1977-05-29,Emma Kealy,Australian politician; Member of the Victorian Legislative Assembly,politician,Member of the Victorian Legislative Assembly,Australia,Emma,2020-05-29
,1977-05-29,Sayaka Osakabe,Japanese women's rights activist,feminist,,Japan,,2020-05-29
,1977-05-29,Lev Pidlisetskyi,politician,politician,People's Deputy of Ukraine,Ukraine,Lev,2020-05-29
,1977-05-29,Travis Fulton,American mixed martial artist,boxer mixed martial artist karateka kickboxer,,United States of America,Travis,2020-05-29
,1977-05-29,Lene Beier,Danish television presenter,television presenter,,Denmark,Lene,2020-05-29
,1977-05-29,Miroslav Drobňák,Footballer,association football player,,Slovakia,Miroslav,2020-05-29
,1977-05-29,Rosa María Andrés Rodríguez,Spanish tennis player,tennis player,,Spain,Rosa,2020-05-29
,1977-05-29,Alyn McCauley,Canadian ice hockey player,ice hockey player,,Canada,Alyn,2020-05-29
,1977-05-29,Scott Zwizanski,American cyclist,sport cyclist,,United States of America,Scott,2020-05-29
,1977-05-29,Jurica Golemac,Slovenian basketball player,basketball player,,Slovenia,,2020-05-29
,1977-05-29,Alberto Miguel,Spanish basketball player,basketball player boxer,,Spain,Alberto,2020-05-29
,1977-05-29,Antwan Harris,American football player,American football player,,United States of America,Antwan,2020-05-29
,1977-05-29,Bill White,"leader of the American National Socialist Workers' Party, and former administrator of Overthrow.com",activist,,United States of America,Bill,2020-05-29
,1977-05-29,Brynja Þorsteinsdóttir,Icelandic alpine skier,alpine skier,,Iceland,,2020-05-29
,1977-05-29,Corey Chamblin,former professional gridiron football defensive back,American football player,,United States of America,Corey,2020-05-29
,1977-05-29,Danny Gerard,American actor,musician singer,,United States of America,Danny,2020-05-29
,1977-05-29,Khristina Kalcheva,Bulgarian high jumper,athletics competitor,,Bulgaria,Christina,2020-05-29
,1977-05-29,Gerry Hundt,American musician,singer mandolinist,,United States of America,Gerry,2020-05-29
,1977-05-29,Robert Williams (defensive back),Person (*1977) ♂,,,,Robert,2020-05-29
,1977-05-29,Kevin Arbouet,film director,film director,,United States of America,Kevin,2020-05-29
,1977-05-29,Oscar Bruzon,Football Coach,association football player association football manager,,Spain,Oscar,2020-05-29
,1977-05-29,Piotr Plewnia,Polish association football player and manager,association football player association football manager,,Poland,Piotr,2020-05-29
